# StudDFT D3 reference C6 database
# Extracted from libdftd3.so (simple-dftd3 + mctc-lib canonical data)
# Source: https://github.com/dftd3/simple-dftd3 (LGPL-3.0-or-later)
# Reference: Grimme et al., J. Chem. Phys. 132, 154104 (2010)
# Format: Z_A Z_B CN_A CN_B C6_AB (atomic units)
#
# ---- Z=1 - Z=1 ----
   1    1     0.9118     0.9118          3.0267
   1    1     0.9118     0.0000          4.7379
   1    1     0.0000     0.9118          4.7379
   1    1     0.0000     0.0000          7.5916
# ---- Z=1 - Z=2 ----
   1    2     0.9118     0.0000          2.0835
   1    2     0.0000     0.0000          3.1287
# ---- Z=1 - Z=3 ----
   1    3     0.9118     0.0000         38.9448
   1    3     0.9118     0.9865         14.3165
   1    3     0.0000     0.0000         68.9391
   1    3     0.0000     0.9865         24.0573
# ---- Z=1 - Z=4 ----
   1    4     0.9118     0.0000         24.4415
   1    4     0.9118     0.9808         18.4656
   1    4     0.9118     1.9697         12.5931
   1    4     0.0000     0.0000         41.3078
   1    4     0.0000     0.9808         30.7866
   1    4     0.0000     1.9697         20.4039
# ---- Z=1 - Z=5 ----
   1    5     0.9118     0.0000         17.3143
   1    5     0.9118     0.9706         14.7237
   1    5     0.9118     1.9441         12.4952
   1    5     0.9118     2.9128          9.7472
   1    5     0.9118     4.5856          9.2092
   1    5     0.0000     0.0000         28.2767
   1    5     0.0000     0.9706         23.8412
   1    5     0.0000     1.9441         20.0597
   1    5     0.0000     2.9128         15.3531
   1    5     0.0000     4.5856         14.4541
# ---- Z=1 - Z=6 ----
   1    6     0.9118     0.0000         12.1402
   1    6     0.9118     0.9868         11.3932
   1    6     0.9118     1.9985          9.4203
   1    6     0.9118     2.9987          8.8210
   1    6     0.9118     3.9844          7.3662
   1    6     0.0000     0.0000         19.2653
   1    6     0.0000     0.9868         18.0575
   1    6     0.0000     1.9985         14.7623
   1    6     0.0000     2.9987         13.7992
   1    6     0.0000     3.9844         11.3299
# ---- Z=1 - Z=7 ----
   1    7     0.9118     0.0000          8.7171
   1    7     0.9118     0.9944          8.1417
   1    7     0.9118     2.0143          7.6610
   1    7     0.9118     2.9903          6.7746
   1    7     0.0000     0.0000         13.5164
   1    7     0.0000     0.9944         12.5980
   1    7     0.0000     2.0143         11.8214
   1    7     0.0000     2.9903         10.3987
# ---- Z=1 - Z=8 ----
   1    8     0.9118     0.0000          6.7180
   1    8     0.9118     0.9925          6.0575
   1    8     0.9118     1.9887          5.3717
   1    8     0.0000     0.0000         10.2371
   1    8     0.0000     0.9925          9.1812
   1    8     0.0000     1.9887          8.0848
# ---- Z=1 - Z=9 ----
   1    9     0.9118     0.0000          5.1616
   1    9     0.9118     0.9982          4.2672
   1    9     0.0000     0.0000          7.7441
   1    9     0.0000     0.9982          6.3000
# ---- Z=1 - Z=10 ----
   1   10     0.9118     0.0000          4.0112
   1   10     0.0000     0.0000          5.9403
# ---- Z=1 - Z=11 ----
   1   11     0.9118     0.0000         46.8232
   1   11     0.9118     0.9684         20.7567
   1   11     0.0000     0.0000         82.5641
   1   11     0.0000     0.9684         34.9952
# ---- Z=1 - Z=12 ----
   1   12     0.9118     0.0000         38.3531
   1   12     0.9118     0.9628         31.9913
   1   12     0.9118     1.9496         21.8370
   1   12     0.0000     0.0000         65.3703
   1   12     0.0000     0.9628         54.1021
   1   12     0.0000     1.9496         35.9190
# ---- Z=1 - Z=13 ----
   1   13     0.9118     0.0000         36.2909
   1   13     0.9118     0.9648         33.1048
   1   13     0.9118     1.9311         26.3524
   1   13     0.9118     2.9146         21.0584
   1   13     0.0000     0.0000         60.8558
   1   13     0.0000     0.9648         55.2636
   1   13     0.0000     1.9311         43.3661
   1   13     0.0000     2.9146         34.0700
# ---- Z=1 - Z=14 ----
   1   14     0.9118     0.0000         29.5947
   1   14     0.9118     0.9507         27.4989
   1   14     0.9118     1.9435         25.7021
   1   14     0.9118     2.9407         24.9833
   1   14     0.9118     3.8677         21.0064
   1   14     0.0000     0.0000         48.5182
   1   14     0.0000     0.9507         44.9030
   1   14     0.0000     1.9435         41.8222
   1   14     0.0000     2.9407         40.6972
   1   14     0.0000     3.8677         33.7126
# ---- Z=1 - Z=15 ----
   1   15     0.9118     0.0000         23.7604
   1   15     0.9118     0.9947         23.0908
   1   15     0.9118     2.0102         22.7429
   1   15     0.9118     2.9859         21.2507
   1   15     0.0000     0.0000         38.1397
   1   15     0.0000     0.9947         37.0236
   1   15     0.0000     2.0102         36.4936
   1   15     0.0000     2.9859         33.9193
# ---- Z=1 - Z=16 ----
   1   16     0.9118     0.0000         20.0948
   1   16     0.9118     0.9948         19.8667
   1   16     0.9118     1.9903         19.4729
   1   16     0.0000     0.0000         31.7713
   1   16     0.0000     0.9948         31.4127
   1   16     0.0000     1.9903         30.7747
# ---- Z=1 - Z=17 ----
   1   17     0.9118     0.0000         16.7052
   1   17     0.9118     0.9972         16.5273
   1   17     0.0000     0.0000         26.0170
   1   17     0.0000     0.9972         25.7414
# ---- Z=1 - Z=18 ----
   1   18     0.9118     0.0000         13.8700
   1   18     0.0000     0.0000         21.3055
# ---- Z=1 - Z=19 ----
   1   19     0.9118     0.0000         76.2376
   1   19     0.9118     0.9767         29.3000
   1   19     0.0000     0.0000        134.4441
   1   19     0.0000     0.9767         48.4499
# ---- Z=1 - Z=20 ----
   1   20     0.9118     0.0000         65.8180
   1   20     0.9118     0.9831         52.9871
   1   20     0.9118     1.9349         30.6783
   1   20     0.0000     0.0000        113.4857
   1   20     0.0000     0.9831         90.7927
   1   20     0.0000     1.9349         50.2368
# ---- Z=1 - Z=21 ----
   1   21     0.9118     0.0000         54.9669
   1   21     0.9118     1.8627         29.9953
   1   21     0.9118     2.8999         29.8615
   1   21     0.0000     0.0000         94.2083
   1   21     0.0000     1.8627         48.9753
   1   21     0.0000     2.8999         48.4929
# ---- Z=1 - Z=22 ----
   1   22     0.9118     0.0000         53.6875
   1   22     0.9118     1.8299         29.0009
   1   22     0.9118     3.8675         30.2593
   1   22     0.0000     0.0000         91.3334
   1   22     0.0000     1.8299         47.2755
   1   22     0.0000     3.8675         49.0983
# ---- Z=1 - Z=23 ----
   1   23     0.9118     0.0000         49.4819
   1   23     0.9118     1.9138         28.4067
   1   23     0.9118     2.9110         27.6880
   1   23     0.0000     0.0000         83.8313
   1   23     0.0000     1.9138         46.3089
   1   23     0.0000     2.9110         44.8842
# ---- Z=1 - Z=24 ----
   1   24     0.9118     0.0000         39.1221
   1   24     0.9118     1.8269         28.0562
   1   24     0.9118    10.6191         21.3134
   1   24     0.0000     0.0000         65.9837
   1   24     0.0000     1.8269         45.8173
   1   24     0.0000    10.6191         33.9427
# ---- Z=1 - Z=25 ----
   1   25     0.9118     0.0000         43.0028
   1   25     0.9118     1.6406         26.1810
   1   25     0.9118     9.8849         18.4694
   1   25     0.0000     0.0000         72.4111
   1   25     0.0000     1.6406         42.3927
   1   25     0.0000     9.8849         29.1208
# ---- Z=1 - Z=26 ----
   1   26     0.9118     0.0000         33.9110
   1   26     0.9118     1.6483         24.3452
   1   26     0.9118     9.1376         18.0977
   1   26     0.0000     0.0000         56.7993
   1   26     0.0000     1.6483         39.2742
   1   26     0.0000     9.1376         28.5665
# ---- Z=1 - Z=27 ----
   1   27     0.9118     0.0000         36.3234
   1   27     0.9118     1.7149         23.2310
   1   27     0.9118     2.9263         20.7741
   1   27     0.9118     7.7785         18.7500
   1   27     0.0000     0.0000         60.5746
   1   27     0.0000     1.7149         37.4496
   1   27     0.0000     2.9263         33.3307
   1   27     0.0000     7.7785         29.7680
# ---- Z=1 - Z=28 ----
   1   28     0.9118     0.0000         37.1596
   1   28     0.9118     1.7937         22.6822
   1   28     0.9118     6.5458         19.4648
   1   28     0.9118     6.2918         20.1853
   1   28     0.0000     0.0000         62.2532
   1   28     0.0000     1.7937         36.5901
   1   28     0.0000     6.5458         31.0981
   1   28     0.0000     6.2918         32.5149
# ---- Z=1 - Z=29 ----
   1   29     0.9118     0.0000         28.5940
   1   29     0.9118     0.9576         22.1550
   1   29     0.0000     0.0000         47.6499
   1   29     0.0000     0.9576         35.9871
# ---- Z=1 - Z=30 ----
   1   30     0.9118     0.0000         29.8689
   1   30     0.9118     1.9419         21.2139
   1   30     0.0000     0.0000         49.3469
   1   30     0.0000     1.9419         34.0312
# ---- Z=1 - Z=31 ----
   1   31     0.9118     0.0000         35.1697
   1   31     0.9118     0.9601         33.2515
   1   31     0.9118     1.9315         26.9562
   1   31     0.9118     2.9233         22.5390
   1   31     0.0000     0.0000         58.4207
   1   31     0.0000     0.9601         54.9919
   1   31     0.0000     1.9315         43.8881
   1   31     0.0000     2.9233         36.1447
# ---- Z=1 - Z=32 ----
   1   32     0.9118     0.0000         31.8170
   1   32     0.9118     0.9434         29.9527
   1   32     0.9118     1.9447         28.6359
   1   32     0.9118     2.9186         25.9255
   1   32     0.9118     3.8972         23.1784
   1   32     0.0000     0.0000         51.9905
   1   32     0.0000     0.9434         48.7247
   1   32     0.0000     1.9447         46.4409
   1   32     0.0000     2.9186         41.7323
   1   32     0.0000     3.8972         36.9664
# ---- Z=1 - Z=33 ----
   1   33     0.9118     0.0000         27.7884
   1   33     0.9118     0.9889         27.3574
   1   33     0.9118     1.9793         26.7042
   1   33     0.9118     2.9709         25.8144
   1   33     0.0000     0.0000         44.6512
   1   33     0.0000     0.9889         43.9067
   1   33     0.0000     1.9793         42.7789
   1   33     0.0000     2.9709         41.2434
# ---- Z=1 - Z=34 ----
   1   34     0.9118     0.0000         25.3098
   1   34     0.9118     0.9901         25.3149
   1   34     0.9118     1.9812         25.1268
   1   34     0.0000     0.0000         40.2010
   1   34     0.0000     0.9901         40.2117
   1   34     0.0000     1.9812         39.8967
# ---- Z=1 - Z=35 ----
   1   35     0.9118     0.0000         22.4834
   1   35     0.9118     0.9974         22.6230
   1   35     0.0000     0.0000         35.2740
   1   35     0.0000     0.9974         35.5123
# ---- Z=1 - Z=36 ----
   1   36     0.9118     0.0000         19.8182
   1   36     0.0000     0.0000         30.7261
# ---- Z=1 - Z=37 ----
   1   37     0.9118     0.0000         85.9499
   1   37     0.9118     0.9738         35.1963
   1   37     0.0000     0.0000        150.9340
   1   37     0.0000     0.9738         57.9039
# ---- Z=1 - Z=38 ----
   1   38     0.9118     0.0000         78.3901
   1   38     0.9118     0.9801         64.4065
   1   38     0.9118     1.9143         36.8606
   1   38     0.0000     0.0000        135.0664
   1   38     0.0000     0.9801        110.3275
   1   38     0.0000     1.9143         60.1892
# ---- Z=1 - Z=39 ----
   1   39     0.9118     0.0000         70.0570
   1   39     0.9118     1.9153         51.2356
   1   39     0.9118     2.8903         36.0543
   1   39     0.0000     0.0000        119.2961
   1   39     0.0000     1.9153         85.6815
   1   39     0.0000     2.8903         58.2755
# ---- Z=1 - Z=40 ----
   1   40     0.9118     0.0000         63.7801
   1   40     0.9118     1.9355         39.6669
   1   40     0.9118     3.9106         36.5405
   1   40     0.0000     0.0000        107.7306
   1   40     0.0000     1.9355         64.7068
   1   40     0.0000     3.9106         58.8625
# ---- Z=1 - Z=41 ----
   1   41     0.9118     0.0000         58.6768
   1   41     0.9118     1.9545         40.0304
   1   41     0.9118     2.9225         35.3152
   1   41     0.0000     0.0000         98.5183
   1   41     0.0000     1.9545         65.3129
   1   41     0.0000     2.9225         56.8466
# ---- Z=1 - Z=42 ----
   1   42     0.9118     0.0000         46.0406
   1   42     0.9118     1.9420         37.5478
   1   42     0.9118    11.0556         31.6681
   1   42     0.0000     0.0000         76.3661
   1   42     0.0000     1.9420         60.9773
   1   42     0.0000    11.0556         50.4173
# ---- Z=1 - Z=43 ----
   1   43     0.9118     0.0000         51.0527
